VIXC.SERIESP;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2009-04-08;0.5485;;0.4925;0.6616;539684.0;2.42;;40.0;38.85;0.5772;;0.5582;39749.0;0.543
2009-04-09;0.5035;;0.4701;0.6616;545949.0;1.78;;37.5;36.53;0.5528;;0.5427;84416.0;0.562
2009-04-10;0.5035;;0.4701;0.6616;545949.0;1.78;;37.5;36.53;0.5528;;0.5427;;0.562
2009-04-13;0.754;;0.4833;0.6616;604643.0;1.85;;37.5;37.81;0.5831;;0.5892;28148.0;0.588
2009-04-14;0.754;;0.4858;0.6616;508486.0;1.85;;37.5;37.67;0.5838;;0.587;66702.0;0.566
2009-04-15;0.754;;0.4752;0.6616;520056.0;1.1;;35.0;36.17;0.5722;;0.5821;44743.0;0.607
2009-04-16;0.754;;0.5021;0.6616;568807.0;1.7;;35.0;35.79;0.627;;0.6352;104550.0;0.614
2009-04-17;0.754;;0.4915;0.6616;570872.0;2.05;;35.0;33.94;0.6581;;0.6308;43111.0;0.618
2009-04-20;0.7605;;0.5414;0.4692;570759.0;3.75;;40.0;39.18;0.7836;;0.7658;44014.0;0.699
2009-04-21;0.7531;;0.5612;0.4797;561440.0;3.0;;37.5;37.14;0.769;;0.763;42365.0;0.749
2009-04-22;0.7628;;0.5654;0.5526;576734.0;2.7;;37.5;38.1;0.7667;;0.7783;17243.0;0.729
2009-04-23;0.755;;0.5554;0.4815;611775.0;3.0;;37.5;37.15;0.787;;0.7774;54540.0;0.746
2009-04-24;0.7284;;0.5799;0.4815;617273.0;2.8;;37.5;36.82;0.7513;;0.7462;78771.0;0.719
2009-04-27;0.744;;0.5782;0.4815;614113.0;2.25;;37.5;38.32;0.7595;;0.7776;16526.0;0.765
2009-04-28;0.7473;;0.5787;0.4815;622690.0;2.45;;37.5;37.95;0.7705;;0.7722;18903.0;0.761
2009-04-29;0.7199;;0.5746;0.4815;634774.0;1.85;;35.0;36.08;0.7531;;0.7525;41968.0;0.749
2009-04-30;0.7144;;0.5716;0.4815;643756.0;2.85;;37.5;36.5;0.7583;;0.7486;45702.0;0.732
2009-05-01;0.6804;;0.5576;0.4815;623131.0;2.55;;35.0;35.3;0.6467;;0.6496;13106.0;0.668
2009-05-04;0.7239;;0.5561;0.4815;618333.0;3.4;;35.0;34.53;0.6876;;0.683;40843.0;0.659
2009-05-05;0.708;;0.558;0.4815;618343.0;2.0;;32.5;33.36;0.6634;;0.6689;11991.0;0.652
2009-05-06;0.7186;;0.5583;0.4815;635837.0;2.44;;32.5;32.45;0.6892;;0.6885;59400.0;0.663
2009-05-07;0.7155;;0.576;0.4815;638217.0;2.3;;32.5;33.44;0.696;;0.7033;25611.0;0.691
2009-05-08;0.76;;0.5769;0.4815;666539.0;2.95;;32.5;32.05;0.7296;;0.7279;64469.0;0.727
2009-05-11;0.7988;;0.5823;0.4815;659860.0;2.9;;32.5;32.87;0.7561;;0.7607;195788.0;0.765
2009-05-12;0.7839;;0.594;0.4815;666152.0;3.02;;32.5;31.8;0.7943;;0.7821;37507.0;0.775
2009-05-13;0.7798;;0.5933;0.4815;657951.0;2.49;;32.5;33.65;0.7742;;0.7761;33586.0;0.768
2009-05-14;0.7409;;0.5757;0.4815;652611.0;2.9;;32.5;31.37;0.7457;;0.7374;40645.0;0.734
2009-05-15;0.7991;;0.6192;0.4815;682738.0;2.7;;32.5;33.12;0.7847;;0.7858;59390.0;0.76
2009-05-18;0.7329;;0.6089;0.4815;682931.0;2.1;;30.0;30.24;0.7329;;0.7353;70034.0;0.725
2009-05-19;0.7229;;0.602;0.4815;484248.0;2.29;;30.0;28.8;0.7461;;0.728;83379.0;0.735
2009-05-20;0.7411;;0.6064;0.4815;495880.0;2.25;;30.0;29.03;0.7608;;0.7493;33146.0;0.748
2009-05-21;0.8377;;0.6111;0.7449;501237.0;3.2;;32.5;31.35;0.887;;0.8563;29901.0;0.808
2009-05-22;0.8344;;0.701;0.7449;511223.0;2.85;;32.5;32.63;0.8606;;0.8628;14806.0;0.841
2009-05-25;0.8344;;0.701;0.7449;511223.0;2.85;;32.5;32.63;0.8606;;0.8628;;0.841
2009-05-26;0.9141;;0.6642;0.7449;520245.0;2.23;;30.0;30.62;0.9481;;0.9643;28785.0;0.937
2009-05-27;0.9366;;0.7057;0.7449;530347.0;3.2;;32.5;32.36;0.9956;;0.9905;18728.0;0.887
2009-05-28;0.8763;;0.6849;0.7449;544089.0;3.3;;32.5;31.67;0.9846;;0.9416;40179.0;0.912
2009-05-29;0.7889;;0.6634;0.7449;547519.0;2.0;;30.0;28.92;0.8132;;0.8018;17120.0;0.809
2009-06-01;0.8659;;0.6664;0.7449;561114.0;3.1;;30.0;30.04;0.7751;;0.7755;30004.0;0.753
2009-06-02;0.8365;;0.6514;0.7449;578123.0;2.94;;30.0;29.63;0.7696;;0.767;28816.0;0.763
2009-06-03;0.8653;;0.6608;0.7449;576695.0;2.3;;30.0;31.02;0.7678;;0.7748;12338.0;0.774
2009-06-04;0.8046;;0.657;0.7449;579165.0;2.32;;30.0;30.18;0.7502;;0.7535;22557.0;0.736
2009-06-05;0.7993;;0.6586;0.7449;585020.0;2.35;;30.0;29.62;0.7602;;0.7588;20963.0;0.764
2009-06-08;0.8214;;0.6375;0.7449;604107.0;2.3;;30.0;29.77;0.7568;;0.7547;26464.0;0.749
2009-06-09;0.8305;;0.6338;0.7449;599110.0;1.63;;27.5;28.27;0.7745;;0.7721;33631.0;0.778
2009-06-10;0.8176;;0.6426;0.7449;606312.0;1.5;;27.5;28.46;0.7661;;0.7675;32496.0;0.753
2009-06-11;0.7945;;0.6319;0.7449;605113.0;1.65;;27.5;28.11;0.7705;;0.7698;21396.0;0.737
2009-06-12;0.7775;;0.6154;0.7449;610022.0;1.75;;27.5;28.15;0.7518;;0.7548;12551.0;0.736
2009-06-15;0.9629;;0.6315;0.7449;628170.0;2.37;;30.0;30.81;0.7834;;0.7973;44293.0;0.782
2009-06-16;0.9629;;0.6724;0.7449;421716.0;3.4;;32.5;32.68;0.8383;;0.8414;49150.0;0.768
2009-06-17;0.9629;;0.6392;0.7449;430886.0;3.2;;32.5;31.54;0.8281;;0.8165;19169.0;0.823
2009-06-18;0.7798;0.7392;0.6397;0.5922;429662.0;1.85;;30.0;30.03;0.7753;;0.7758;6212.0;0.769
2009-06-19;0.7467;0.685;0.6398;0.5652;436377.0;1.07;;27.5;27.99;0.7366;;0.7426;16632.0;0.737
2009-06-22;0.8051;0.7381;0.6487;0.6174;451733.0;1.6;;30.0;31.17;0.7844;;0.8072;20829.0;0.787
2009-06-23;0.8015;0.7158;0.6387;0.6161;468934.0;1.8;;30.0;30.58;0.7903;;0.8072;37513.0;0.785
2009-06-24;0.776;0.7193;0.6295;0.5728;466590.0;2.35;;30.0;29.05;0.8047;;0.7806;15391.0;0.793
2009-06-25;0.726;0.685;0.6188;0.4625;504503.0;1.55;;27.5;26.36;0.7518;;0.7303;55600.0;0.781
2009-06-26;0.6798;0.65;0.6149;0.5616;513509.0;0.6;;25.0;25.93;0.6675;;0.6845;31724.0;0.705
2009-06-29;0.7018;0.6554;0.6199;0.5595;514417.0;0.85;;25.0;25.35;0.7095;;0.7157;13288.0;0.74
2009-06-30;0.7077;0.6784;0.6259;0.5646;539300.0;1.65;;27.5;26.35;0.7206;;0.7112;42562.0;0.745
2009-07-01;0.7114;0.6714;0.6231;0.5661;546374.0;1.0;;25.0;26.22;0.6593;;0.6988;28171.0;0.643
2009-07-02;0.7381;0.6948;0.6523;0.5894;546374.0;1.6;;27.5;27.95;0.7014;;0.7148;27568.0;0.704
2009-07-03;0.7381;0.6948;0.6523;0.5894;546374.0;1.6;;27.5;27.95;0.7014;;0.7148;;0.704
2009-07-06;0.8002;0.709;0.661;0.5957;573669.0;3.0;;30.0;29.0;0.7756;;0.7477;31646.0;0.771
2009-07-07;0.8662;0.7399;0.6909;0.624;585237.0;2.52;;30.0;30.85;0.7705;;0.7965;69764.0;0.707
2009-07-08;0.8488;0.7357;0.6896;0.6242;605395.0;3.7;;32.5;31.3;0.7792;;0.7746;38880.0;0.728
2009-07-09;0.8104;0.7381;0.6868;0.6224;595460.0;2.3;;30.0;29.78;0.762;;0.7562;20269.0;0.761
2009-07-10;0.7591;0.6904;0.6572;0.6212;600324.0;2.1;;30.0;29.02;0.7385;;0.7247;10360.0;0.673
2009-07-13;0.6982;0.6578;0.6209;0.5899;611423.0;1.25;;27.5;26.31;0.706;;0.6906;26626.0;0.74
2009-07-14;0.6908;0.6334;0.6111;0.5553;650247.0;0.55;;25.0;25.02;0.6693;;0.6697;74354.0;0.758
2009-07-15;0.7067;0.6423;0.6136;0.5823;663606.0;0.7;;25.0;25.89;0.6696;;0.6872;59647.0;0.707
2009-07-16;0.7086;0.6472;0.6068;0.554;702794.0;0.8;;25.0;25.42;0.6959;;0.7012;70827.0;0.686
2009-07-17;0.7021;0.6356;0.5957;0.5695;750124.0;0.75;;25.0;24.34;0.6905;;0.6964;117972.0;0.713
2009-07-20;0.6849;0.6294;0.5835;0.5218;779386.0;0.8;;25.0;24.4;0.6919;;0.6868;75754.0;0.722
2009-07-21;0.6554;0.6171;0.5819;0.5174;574217.0;0.85;;25.0;23.87;0.6706;;0.658;63783.0;0.692
2009-07-22;0.648;0.6075;0.5848;0.487;612274.0;0.3;;22.5;23.47;0.6396;;0.6524;56935.0;0.692
2009-07-23;0.6278;0.6136;0.5769;0.5169;624090.0;0.38;;22.5;23.43;0.6199;;0.6289;42214.0;0.664
2009-07-24;0.6252;0.5958;0.5576;0.5164;636731.0;0.4;;22.5;23.09;0.6201;;0.6296;24561.0;0.639
2009-07-27;0.6613;0.6022;0.565;0.5495;654735.0;1.1;;25.0;24.28;0.673;;0.6799;32819.0;0.734
2009-07-28;0.6937;0.644;0.5929;0.5386;692840.0;0.85;;25.0;25.01;0.7075;;0.7076;49080.0;0.717
2009-07-29;0.6914;0.6416;0.6031;0.5231;738619.0;0.7;;25.0;25.61;0.6961;;0.7112;85202.0;0.679
2009-07-30;0.6462;0.6174;0.5798;0.5327;735646.0;0.7;;25.0;25.4;0.6378;;0.6546;25730.0;0.692
2009-07-31;0.6726;0.6175;0.5805;0.5421;724820.0;0.7;;25.0;25.92;0.6821;;0.7003;36920.0;0.671
2009-08-03;0.6642;0.6031;0.5604;0.5386;723643.0;0.8;;25.0;25.56;0.6206;;0.6306;11961.0;0.669
2009-08-04;0.6258;0.5914;0.5572;0.5001;755010.0;0.8;;25.0;24.89;0.6094;;0.6096;48311.0;0.667
2009-08-05;0.5987;0.5928;0.5637;0.5127;804174.0;0.8;;25.0;24.9;0.6168;;0.617;82109.0;0.645
2009-08-06;0.6484;0.5936;0.5661;0.4987;798962.0;0.75;;25.0;25.67;0.6138;;0.619;50192.0;0.633
2009-08-07;0.6636;0.5924;0.5563;0.5198;805070.0;1.03;;25.0;24.76;0.6471;;0.6442;40303.0;0.633
2009-08-10;0.6578;0.5842;0.5715;0.5125;796976.0;0.9;;25.0;24.99;0.6318;;0.6318;14181.0;0.643
2009-08-11;0.7046;0.6105;0.5643;0.5426;846127.0;0.9;;25.0;25.99;0.6845;;0.6836;71427.0;0.686
2009-08-12;0.726;0.6286;0.576;0.5222;907917.0;1.0;;25.0;25.45;0.7096;;0.713;96214.0;0.713
2009-08-13;0.719;0.6218;0.5735;0.5082;917112.0;1.1;;25.0;24.71;0.7048;;0.7054;50080.0;0.724
2009-08-14;0.7103;0.6117;0.5614;0.5051;930107.0;0.95;;25.0;24.27;0.7078;;0.705;65309.0;0.746
2009-08-17;0.7674;0.6606;0.6127;0.54;951308.0;1.45;;27.5;27.89;0.7663;;0.771;100013.0;0.761
2009-08-18;0.7357;0.6279;0.5987;0.5413;702171.0;0.7;;25.0;26.18;0.7379;;0.7429;113436.0;0.742
2009-08-19;0.6968;0.6295;0.5925;0.5237;690402.0;1.8;;27.5;26.26;0.7271;;0.7036;53807.0;0.694
2009-08-20;0.6652;0.6126;0.5816;0.4953;704689.0;0.8;;25.0;25.09;0.6694;;0.6722;32536.0;0.8
2009-08-21;0.6858;0.6239;0.5886;0.5242;749291.0;0.95;;25.0;25.01;0.6961;;0.6962;71209.0;0.788
2009-08-24;0.7075;0.6312;0.5926;0.5097;738049.0;0.9;;25.0;25.14;0.7259;;0.729;23364.0;0.737
2009-08-25;0.7076;0.6128;0.5811;0.5142;768048.0;0.8;;25.0;24.92;0.7389;;0.7387;38715.0;0.756
2009-08-26;0.7157;0.6327;0.5764;0.5128;773670.0;0.65;;25.0;24.95;0.7455;;0.7446;30534.0;0.752
2009-08-27;0.7129;0.6161;0.5863;0.503;794464.0;0.75;;25.0;24.68;0.7579;;0.7541;39843.0;0.792
2009-08-28;0.6871;0.6357;0.5929;0.5052;786633.0;0.55;;25.0;24.76;0.707;;0.7082;15492.0;0.729
2009-08-31;0.7125;0.6336;0.6015;0.511;775122.0;0.43;;25.0;26.01;0.7459;;0.7635;68051.0;0.838
2009-09-01;0.8053;0.693;0.6421;0.5478;783658.0;2.3;;30.0;29.15;0.7289;;0.7154;44632.0;0.729
2009-09-02;0.7337;0.6678;0.645;0.5501;791722.0;2.0;;30.0;28.9;0.6974;;0.6822;25744.0;0.72
2009-09-03;0.7268;0.6215;0.6075;0.5154;829841.0;1.2;;27.5;27.1;0.6363;;0.6362;98881.0;0.714
2009-09-04;0.7617;0.6427;0.6036;0.5061;829865.0;0.75;;25.0;25.26;0.6716;;0.6738;53537.0;0.675
2009-09-07;0.7617;0.6427;0.6036;0.5061;829865.0;0.75;;25.0;25.26;0.6716;;0.6738;;0.675
2009-09-08;0.7299;0.625;0.5871;0.5179;912323.0;0.8;;25.0;25.62;0.6532;;0.663;89351.0;0.731
2009-09-09;0.8849;0.6476;0.6002;0.4995;912323.0;1.17;;25.0;24.32;0.7247;;0.7114;148124.0;0.813
2009-09-10;0.6856;0.5808;0.5577;0.4845;932586.0;0.45;;22.5;23.55;0.6134;;0.6209;141252.0;0.64
2009-09-11;0.6489;0.5896;0.5676;0.4758;919300.0;1.0;;25.0;24.15;0.606;;0.6108;79074.0;0.609
2009-09-14;0.7322;0.5796;0.5665;0.4689;982910.0;1.2;;25.0;23.86;0.6349;;0.6182;87359.0;0.635
2009-09-15;0.6051;0.57;0.5629;0.4757;547267.0;0.35;;22.5;23.42;0.587;;0.5992;42542.0;0.657
2009-09-16;0.6179;0.576;0.5479;0.4578;581564.0;0.55;;22.5;23.69;0.5998;;0.6123;62613.0;0.634
2009-09-17;0.6173;0.5698;0.5396;0.4899;600771.0;0.5;;22.5;23.65;0.5983;;0.6126;27998.0;0.621
2009-09-18;0.6318;0.5631;0.5207;0.4819;594068.0;1.2;;25.0;23.92;0.6398;;0.6273;63203.0;0.65
2009-09-21;0.6304;0.5638;0.53;0.4622;594588.0;1.15;;25.0;24.06;0.6476;;0.6327;9663.0;0.66
2009-09-22;0.5999;0.5291;0.5004;0.4576;619568.0;0.4;;22.5;23.08;0.5952;;0.605;33637.0;0.631
2009-09-23;0.6018;0.5256;0.4925;0.4419;624613.0;0.35;;22.5;23.49;0.5994;;0.6101;18120.0;0.635
2009-09-24;0.628;0.5518;0.5203;0.4802;663349.0;0.97;;25.0;24.95;0.6398;;0.6396;79225.0;0.659
2009-09-25;0.6491;0.5577;0.5094;0.4813;692726.0;0.95;;25.0;25.61;0.6545;;0.6658;62430.0;0.69
2009-09-28;0.6354;0.5584;0.5074;0.4723;686582.0;1.25;;25.0;24.88;0.6595;;0.6567;6071.0;0.65
2009-09-29;0.6352;0.5518;0.5152;0.467;685434.0;1.2;;25.0;25.19;0.662;;0.6665;13458.0;0.698
2009-09-30;0.6893;0.5634;0.5129;0.488;704323.0;1.15;;25.0;25.61;0.7202;;0.7434;34534.0;0.68
2009-10-01;0.765;0.6228;0.5699;0.5082;714977.0;1.98;;27.5;28.27;0.6366;;0.6523;23813.0;0.644
2009-10-02;0.7427;0.6357;0.5804;0.4813;725618.0;2.0;;27.5;28.68;0.6535;;0.6645;54736.0;0.63
2009-10-05;0.726;0.5987;0.5386;0.4799;732222.0;2.3;;27.5;26.84;0.6651;;0.6517;18971.0;0.693
2009-10-06;0.6957;0.5801;0.5265;0.4761;743543.0;1.2;;26.0;25.7;0.6252;;0.637;24201.0;0.674
2009-10-07;0.6593;0.5696;0.5126;0.4734;744528.0;1.2;;25.0;24.68;0.6235;;0.6181;20813.0;0.629
2009-10-08;0.6238;0.5385;0.4928;0.4522;813981.0;1.2;;24.0;24.18;0.6023;;0.5826;119325.0;0.601
2009-10-09;0.544;0.5123;0.4697;0.4284;785979.0;0.35;;22.5;23.12;0.5098;;0.5198;31376.0;0.558
2009-10-12;0.5696;0.5032;0.4607;0.4178;809781.0;0.5;;22.5;23.01;0.543;;0.548;51995.0;0.547
2009-10-13;0.5493;0.4975;0.4651;0.4262;827446.0;0.45;;22.5;22.99;0.5143;;0.5255;52890.0;0.57
2009-10-14;0.5935;0.5078;0.4676;0.4539;812298.0;0.6;;22.5;22.86;0.5718;;0.5808;61178.0;0.642
2009-10-15;0.556;0.4985;0.4451;0.4036;861308.0;0.62;;22.5;21.72;0.5414;;0.5415;79422.0;0.615
2009-10-16;0.5749;0.4958;0.4626;0.425;891791.0;0.6;;22.5;21.43;0.5795;;0.5614;75197.0;0.593
2009-10-19;0.5504;0.5075;0.4707;0.4435;891311.0;0.65;;22.5;21.49;0.5607;;0.5519;44707.0;0.587
2009-10-20;0.5981;0.4955;0.4598;0.425;657595.0;0.2;;20.0;20.9;0.6067;;0.6056;61112.0;0.614
2009-10-21;0.686;0.5709;0.5081;0.4188;740819.0;0.95;;22.5;22.22;0.7034;;0.6985;130667.0;0.701
2009-10-22;0.6856;0.5421;0.4709;0.4454;785443.0;0.4;;20.0;20.69;0.6942;;0.7071;72403.0;0.742
2009-10-23;0.7136;0.5877;0.5001;0.4383;802139.0;1.12;;22.5;22.27;0.74;;0.7363;46166.0;0.743
2009-10-26;0.7698;0.6142;0.5357;0.468;835785.0;1.65;;24.0;24.31;0.8058;;0.8206;56290.0;0.777
2009-10-27;0.7839;0.6153;0.5437;0.4681;843276.0;2.2;;25.0;24.83;0.852;;0.8505;40051.0;0.764
2009-10-28;0.8902;0.727;0.6157;0.4655;880417.0;2.8;;27.5;27.91;0.9318;;0.9541;71113.0;0.848
2009-10-29;0.7489;0.6067;0.5371;0.478;887385.0;1.85;;25.0;24.76;0.8244;;0.8206;30744.0;0.789
2009-10-30;0.9497;0.7223;0.6151;0.5211;925312.0;3.9;;30.0;30.69;1.0526;;1.077;84807.0;0.933
2009-11-02;0.9517;0.7444;0.6279;0.4928;960472.0;4.3;;30.0;29.78;0.8236;;0.8223;86979.0;0.725
2009-11-03;0.9415;0.7314;0.6083;0.5006;965992.0;4.3;;30.0;28.81;0.861;;0.8221;26426.0;0.722
2009-11-04;0.8889;0.7102;0.5976;0.4824;1022533.0;2.7;;27.5;27.72;0.8016;;0.8023;87386.0;0.743
2009-11-05;0.7774;0.6261;0.5376;0.4694;1044745.0;1.45;;25.0;25.43;0.7006;;0.7066;55392.0;0.705
2009-11-06;0.6553;0.5583;0.5139;0.4622;1111908.0;0.95;;24.0;24.19;0.5843;;0.593;285649.0;0.607
2009-11-09;0.6325;0.5316;0.499;0.4441;1174588.0;0.75;;22.5;23.15;0.5688;;0.5722;150779.0;0.611
2009-11-10;0.6231;0.5386;0.4968;0.4405;1130788.0;0.7;;22.5;22.84;0.5767;;0.5844;54287.0;0.576
2009-11-11;0.6477;0.5663;0.5166;0.4596;1309541.0;0.75;;22.5;23.04;0.6111;;0.6226;266291.0;0.6
2009-11-12;0.7528;0.6483;0.5674;0.4654;1338301.0;1.25;;24.0;24.24;0.73;;0.7305;137805.0;0.712
2009-11-13;0.7152;0.6182;0.5497;0.4329;1348664.0;1.3;;24.0;23.36;0.7138;;0.708;173663.0;0.739
2009-11-16;0.7465;0.637;0.5449;0.4416;1440209.0;0.85;;22.5;22.89;0.7391;;0.7502;191485.0;0.778
2009-11-17;0.7758;0.6435;0.5468;0.4298;983937.0;0.95;;22.5;22.41;0.7857;;0.7846;101416.0;0.791
2009-11-18;0.6787;0.6136;0.5363;0.419;1005370.0;1.0;;21.0;21.63;0.7058;;0.6852;28285.0;0.743
2009-11-19;0.7035;0.6072;0.5206;0.4294;1060640.0;0.9;;22.5;22.63;0.7136;;0.7164;87244.0;0.716
2009-11-20;0.6674;0.5923;0.5262;0.4462;1081421.0;0.95;;22.5;22.19;0.6837;;0.6799;90658.0;0.694
2009-11-23;0.6595;0.6011;0.5332;0.4214;1107055.0;0.38;;21.0;21.16;0.6468;;0.6749;65097.0;0.707
2009-11-24;0.6549;0.594;0.5193;0.4342;1131170.0;0.4;;20.0;20.47;0.6568;;0.6724;51397.0;0.715
2009-11-25;0.6756;0.5972;0.5516;0.4412;1131170.0;0.5;;20.0;20.48;0.6919;;0.7035;25776.0;0.767
2009-11-26;0.6756;0.5972;0.5516;0.4412;1131170.0;0.5;;20.0;20.48;0.6919;;0.7035;;0.767
2009-11-27;0.8601;0.676;0.5899;0.4954;1214109.0;2.6;;25.0;24.74;0.9643;;0.943;101598.0;0.83
2009-11-30;0.8162;0.6743;0.5833;0.5066;1223011.0;2.35;;25.0;24.51;0.9412;;0.8961;24340.0;0.842
2009-12-01;0.7345;0.6544;0.5625;0.453;1232207.0;1.0;;22.5;21.92;0.6867;;0.6831;82926.0;0.706
2009-12-02;0.6977;0.6339;0.5603;0.4669;1255146.0;0.35;;21.0;21.12;0.6579;;0.6619;52311.0;0.681
2009-12-03;0.7235;0.6558;0.566;0.5006;1263220.0;0.9;;22.5;22.46;0.6921;;0.692;82754.0;0.707
2009-12-04;0.7061;0.6323;0.5682;0.4816;1344033.0;0.3;;21.0;21.25;0.6386;;0.6625;125468.0;0.692
2009-12-07;0.7375;0.6463;0.5738;0.4192;1357130.0;0.95;;22.5;22.1;0.6939;;0.687;41387.0;0.696
2009-12-08;0.7716;0.6697;0.5889;0.4893;1377716.0;1.38;;24.0;23.69;0.7152;;0.709;71592.0;0.727
2009-12-09;0.7077;0.6496;0.5639;0.4501;1344312.0;0.8;;22.5;22.66;0.6861;;0.6899;184274.0;0.706
2009-12-10;0.6762;0.6486;0.5659;0.488;1349193.0;0.85;;22.5;22.32;0.6855;;0.6825;35923.0;0.723
2009-12-11;0.6544;0.6401;0.5672;0.4628;1440834.0;0.85;;21.0;21.59;0.6872;;0.6839;137748.0;0.696
2009-12-14;0.7354;0.6405;0.5525;0.4834;1442310.0;0.3;;21.0;21.15;0.6796;;0.6933;87862.0;0.713
2009-12-15;0.7271;0.6088;0.5442;0.483;839080.0;1.05;;21.0;21.49;0.7318;;0.7034;68981.0;0.705
2009-12-16;0.6809;0.6069;0.5332;0.4586;808696.0;0.72;;21.0;20.54;0.6878;;0.6686;88187.0;0.704
2009-12-17;0.7111;0.6352;0.5546;0.4971;832469.0;1.15;;22.5;22.51;0.7006;;0.701;26311.0;0.705
2009-12-18;0.6746;0.5913;0.5491;0.4641;886970.0;0.6;;21.0;21.68;0.6475;;0.6663;90951.0;0.664
2009-12-21;0.616;0.577;0.5373;0.4826;900567.0;0.37;;20.0;20.49;0.5978;;0.616;37902.0;0.689
2009-12-22;0.5422;0.5549;0.5268;0.4729;909221.0;0.35;;20.0;19.54;0.5349;;0.5416;127303.0;0.623
2009-12-23;0.5435;0.5653;0.5144;0.4891;870941.0;0.4;;20.0;19.71;0.5515;;0.5412;48011.0;0.675
2009-12-24;0.5388;0.5417;0.5228;0.4881;870941.0;0.43;;19.0;19.47;0.5357;;0.538;4237.0;0.634
2009-12-25;0.5388;0.5417;0.5228;0.4881;870941.0;0.43;;19.0;19.47;0.5357;;0.538;;0.634
2009-12-28;0.5565;0.5556;0.5371;0.4739;861837.0;0.45;;20.0;19.93;0.5602;;0.5574;5472.0;0.659
2009-12-29;0.5834;0.5469;0.5212;0.4868;904794.0;0.45;;20.0;20.01;0.5942;;0.5941;65838.0;0.644
2009-12-30;0.5495;0.5465;0.5167;0.4803;887913.0;0.28;;20.0;19.96;0.5483;;0.547;30572.0;0.631
2009-12-31;0.6578;0.6023;0.5485;0.4874;887913.0;0.55;;21.0;21.68;0.6456;;0.6733;28329.0;0.65
2010-01-01;0.6578;0.6023;0.5485;0.4874;887913.0;0.55;;21.0;21.68;0.6456;;0.6733;;0.65
2010-01-04;0.6232;0.5743;0.5265;0.4639;907582.0;0.35;;20.0;20.04;0.6009;;0.6015;46834.0;0.65
2010-01-05;0.5756;0.5366;0.5101;0.4508;898974.0;0.35;;19.0;19.35;0.5817;;0.5763;51281.0;0.641
2010-01-06;0.5496;0.5411;0.5137;0.4274;918158.0;0.25;;19.0;19.16;0.5585;;0.56;81818.0;0.585
2010-01-07;0.5392;0.5242;0.504;0.4196;922482.0;0.25;;19.0;19.06;0.5353;;0.5371;53061.0;0.591
2010-01-08;0.539;0.5322;0.5016;0.4574;925961.0;0.15;;18.0;18.13;0.521;;0.5217;63841.0;0.585
2010-01-11;0.613;0.5307;0.5152;0.4571;954336.0;0.2;;18.0;17.55;0.5643;;0.5819;79865.0;0.661
2010-01-12;0.6034;0.5432;0.5217;0.4465;990528.0;0.15;;18.0;18.25;0.5708;;0.5728;108627.0;0.699
2010-01-13;0.6214;0.5676;0.5202;0.4608;991075.0;0.2;;18.0;17.85;0.6014;;0.6043;54780.0;0.695
2010-01-14;0.6291;0.5697;0.5139;0.4774;997466.0;0.25;;18.0;17.63;0.608;;0.6188;50881.0;0.721
2010-01-15;0.6428;0.5436;0.5373;0.4366;474024.0;0.2;;18.0;17.91;0.6241;;0.6277;35718.0;0.669
2010-01-18;0.6428;0.5436;0.5373;0.4366;524965.0;0.2;;18.0;17.91;0.6241;;0.6277;;0.669
2010-01-19;0.6787;0.5999;0.5146;0.4091;494137.0;0.35;;18.0;17.58;0.6909;;0.6813;101470.0;0.771
2010-01-20;0.6639;0.5898;0.5201;0.4447;513962.0;0.55;;19.0;18.68;0.6604;;0.6689;55796.0;0.745
2010-01-21;0.8611;0.6911;0.6222;0.5099;524108.0;2.05;;22.5;22.27;0.8859;;0.8801;37704.0;0.819
2010-01-22;1.102;0.8173;0.6791;0.5703;603263.0;4.7;;27.5;27.31;1.1551;;1.1447;124853.0;0.929
2010-01-25;0.937;0.7606;0.6624;0.5371;618847.0;2.6;;25.0;25.41;0.9375;;0.9855;80427.0;0.836
2010-01-26;0.8886;0.7598;0.6588;0.5434;625088.0;2.45;;25.0;24.55;0.9376;;0.926;21048.0;0.825
2010-01-27;0.8106;0.6686;0.5961;0.5196;661918.0;1.25;;22.5;23.14;0.8382;;0.8636;82216.0;0.801
2010-01-28;0.8627;0.7276;0.6204;0.5268;709279.0;2.0;;24.0;23.73;0.9173;;0.9103;79384.0;0.841
2010-01-29;0.8831;0.7544;0.6502;0.5499;714306.0;2.25;;25.0;24.62;0.9432;;0.9307;42751.0;0.767
2010-02-01;0.7684;0.6773;0.6144;0.5139;731659.0;1.5;;22.5;22.59;0.711;;0.7143;21537.0;0.78
2010-02-02;0.7547;0.652;0.5765;0.5255;869764.0;1.1;;21.0;21.48;0.7013;;0.7136;165594.0;0.672
2010-02-03;0.728;0.6611;0.5931;0.517;918412.0;1.06;;21.0;21.6;0.705;;0.7183;43314.0;0.72
2010-02-04;1.0066;0.8331;0.6886;0.5466;848607.0;3.4;;26.0;26.08;0.9488;;0.9469;43468.0;0.78
2010-02-05;0.8905;0.779;0.6655;0.5334;948725.0;2.92;;26.0;26.11;0.8811;;0.8831;119217.0;0.787
2010-02-08;0.9054;0.7715;0.6587;0.5593;964764.0;2.75;;26.0;26.51;0.8741;;0.887;120920.0;0.877
