NASCOMP;DSRI;IDV;MV;PH;PI;PL;PO;RI
2009-08-06;3651.55;151222.0;2955058.0;2004.37;1973.16;1967.68;1999.21;2060.57
2009-08-07;3701.82;151222.0;2996220.0;2012.33;2000.25;1984.5;1997.0;2088.87
2009-08-10;3687.13;151222.0;2984334.0;1999.55;1992.24;1979.39;1991.44;2080.53
2009-08-11;3645.6;151222.0;2951557.0;1986.85;1969.73;1962.08;1985.06;2057.09
2009-08-12;3699.39;151222.0;2995043.0;2015.26;1998.72;1970.25;1970.95;2087.58
2009-08-13;3719.2;151222.0;3011347.0;2013.43;2009.35;1986.87;2009.27;2098.75
2009-08-14;3675.22;151222.0;2975648.0;2006.73;1985.52;1969.68;2005.79;2073.9
2009-08-17;3574.14;151222.0;2894021.0;1949.23;1930.84;1929.64;1949.23;2016.79
2009-08-18;3620.7;151222.0;2933113.0;1958.71;1955.92;1935.33;1940.55;2043.85
2009-08-19;3645.5;151222.0;2953500.0;1972.32;1969.24;1931.91;1933.39;2057.81
2009-08-20;3682.62;151222.0;2983780.0;1992.22;1989.22;1965.69;1967.57;2078.7
2009-08-21;3741.4;151222.0;3031306.0;2021.86;2020.9;1994.33;2000.15;2111.8
2009-08-24;3736.13;151222.0;3027518.0;2036.03;2017.98;2012.0;2026.11;2108.75
2009-08-25;3747.83;151222.0;3037992.0;2040.59;2024.23;2019.17;2025.59;2115.29
2009-08-26;3748.34;151222.0;3038565.0;2034.31;2024.43;2013.52;2021.3;2115.73
2009-08-27;3754.58;151222.0;3043429.0;2029.27;2027.73;1993.03;2021.31;2119.21
2009-08-28;3756.64;151222.0;3045219.0;2059.48;2028.77;2017.42;2050.53;2120.36
2009-08-31;3720.28;151222.0;3015936.0;2013.65;2009.06;1997.53;2011.14;2099.77
2009-09-01;3646.03;151222.0;2954792.0;2034.78;1968.89;1965.48;2001.3;2057.79
2009-09-02;3642.79;151222.0;2952068.0;1976.35;1967.07;1958.51;1960.07;2055.98
2009-09-03;3672.79;151222.0;2976121.0;1983.37;1983.2;1958.04;1975.85;2072.85
2009-09-04;3738.82;151222.0;2975824.0;2018.92;2018.78;1982.05;1986.98;2110.19
2009-09-07;3738.95;151222.0;2975824.0;;2018.78;;;2110.19
2009-09-08;3774.26;151222.0;3056026.0;2038.63;2037.77;2023.03;2034.74;2130.14
2009-09-09;3816.29;151222.0;3089961.0;2066.34;2060.39;2033.47;2038.92;2153.96
2009-09-10;3860.19;151222.0;3125412.0;2084.02;2084.02;2055.49;2059.48;2178.73
2009-09-11;3854.54;151222.0;3120264.0;2088.93;2080.9;2070.02;2083.34;2175.53
2009-09-14;3874.83;151222.0;3136587.0;2091.78;2091.78;2065.8;2066.15;2186.92
2009-09-15;3895.08;151222.0;3152870.0;2106.93;2102.64;2086.16;2090.33;2198.32
2009-09-16;3951.72;151222.0;3198720.0;2133.15;2133.15;2102.86;2110.06;2230.28
2009-09-17;3940.0;151222.0;3189117.0;2140.6;2126.75;2118.5;2129.42;2223.59
2009-09-18;3951.45;151222.0;3198295.0;2138.82;2132.86;2120.7;2134.85;2229.97
2009-09-21;3961.17;151222.0;3212734.0;2142.41;2138.04;2118.48;2121.34;2235.4
2009-09-22;3976.6;151222.0;3225767.0;2150.68;2146.3;2137.39;2150.02;2244.04
2009-09-23;3949.16;151222.0;3203619.0;2167.7;2131.42;2130.34;2152.43;2228.54
2009-09-24;3905.17;151222.0;3167286.0;2142.49;2107.61;2097.1;2140.06;2203.65
2009-09-25;3874.38;151222.0;3144996.0;2106.99;2090.92;2085.35;2095.84;2186.2
2009-09-28;3948.29;151222.0;3205263.0;2140.04;2130.74;2101.43;2101.92;2227.94
2009-09-29;3936.0;151222.0;3201791.0;2141.4;2124.04;2116.63;2131.67;2220.95
2009-09-30;3933.13;151222.0;3201717.0;2137.87;2122.42;2092.3;2131.3;2219.28
2009-10-01;3812.92;151222.0;3103797.0;2112.9;2057.48;2057.48;2111.77;2151.4
2009-10-02;3795.68;151222.0;3092143.0;2064.15;2048.11;2040.73;2040.84;2141.61
2009-10-05;3832.95;151222.0;3125127.0;2074.78;2068.15;2049.04;2056.52;2162.71
2009-10-06;3898.72;151222.0;3178803.0;2111.13;2103.57;2079.49;2080.4;2199.77
2009-10-07;3911.38;151222.0;3190937.0;2110.33;2110.33;2095.94;2099.06;2206.85
2009-10-08;3936.72;151222.0;3214606.0;2139.65;2123.93;2116.06;2124.69;2221.07
2009-10-09;3965.3;151222.0;3238050.0;2139.62;2139.28;2118.04;2120.0;2237.3
2009-10-12;3965.17;151222.0;3238038.0;2155.92;2139.14;2128.39;2145.63;2237.15
2009-10-13;3966.69;151222.0;3239499.0;2146.35;2139.89;2128.44;2138.7;2237.97
2009-10-14;4026.76;151222.0;3288442.0;2173.95;2172.23;2157.48;2165.83;2271.81
2009-10-15;4028.86;151222.0;3292213.0;2173.29;2173.29;2158.29;2164.33;2272.93
2009-10-16;3998.42;151222.0;3267627.0;2164.73;2156.8;2142.88;2164.73;2255.69
2009-10-19;4034.73;151222.0;3297976.0;2180.11;2176.32;2150.42;2162.41;2276.1
2009-10-20;4011.04;151222.0;3278632.0;2181.16;2163.47;2151.77;2180.43;2262.66
2009-10-21;3987.55;151222.0;3257276.0;2190.64;2150.73;2148.41;2160.78;2249.41
2009-10-22;4014.67;151222.0;3280254.0;2169.17;2165.29;2130.7;2146.72;2264.64
2009-10-23;3994.74;151222.0;3264131.0;2190.48;2154.47;2149.35;2186.64;2253.33
2009-10-26;3971.47;151222.0;3241834.0;2183.61;2141.85;2136.92;2158.81;2240.13
2009-10-27;3923.83;151222.0;3209732.0;2148.88;2116.09;2110.91;2144.15;2213.19
2009-10-28;3819.23;151222.0;3125115.0;2111.84;2059.61;2057.4;2103.36;2154.2
2009-10-29;3889.71;151222.0;3169481.0;2101.33;2097.55;2071.3;2077.04;2194.02
2009-10-30;3792.59;151222.0;3103842.0;2095.09;2045.11;2040.21;2091.56;2139.18
2009-11-02;3800.33;151222.0;3110209.0;2069.49;2049.2;2024.27;2047.42;2143.5
2009-11-03;3815.54;151222.0;3123108.0;2057.32;2057.32;2031.25;2034.09;2152.01
2009-11-04;3812.35;151222.0;3120606.0;2081.1;2055.52;2053.0;2067.56;2150.93
2009-11-05;3904.87;151222.0;3196199.0;2105.32;2105.32;2075.61;2078.83;2203.07
2009-11-06;3918.23;151222.0;3207758.0;2117.62;2112.44;2088.24;2089.49;2210.65
2009-11-09;3995.58;151222.0;3269824.0;2154.06;2154.06;2128.15;2128.46;2254.34
2009-11-10;3990.2;151222.0;3265299.0;2160.64;2151.08;2141.27;2147.24;2251.36
2009-11-11;4019.7;151222.0;3290144.0;2177.91;2166.9;2155.25;2166.53;2267.97
2009-11-12;3986.68;151222.0;3263006.0;2179.19;2149.02;2145.83;2166.98;2249.27
2009-11-13;4021.82;151222.0;3293487.0;2172.05;2167.88;2145.92;2156.68;2269.03
2009-11-16;4077.58;151222.0;3339571.0;2205.32;2197.85;2177.0;2177.31;2300.45
2009-11-17;4088.73;151222.0;3349236.0;2203.78;2203.78;2185.55;2190.12;2307.48
2009-11-18;4069.14;151222.0;3335839.0;2200.15;2193.14;2180.17;2199.87;2296.59
2009-11-19;4001.9;151222.0;3281860.0;2176.51;2156.82;2141.59;2176.37;2258.64
2009-11-20;3982.05;151222.0;3249632.0;2150.08;2146.04;2137.06;2145.07;2247.36
2009-11-23;4037.82;151222.0;3296252.0;2189.5;2176.01;2168.77;2168.95;2278.95
2009-11-24;4025.3;151222.0;3288165.0;2175.15;2169.18;2155.22;2174.69;2271.82
2009-11-25;4038.2;151222.0;3299339.0;2178.62;2176.05;2170.06;2174.0;2279.23
2009-11-26;4038.35;151222.0;3299339.0;;2176.05;;;2279.23
2009-11-27;3968.71;151222.0;3242141.0;2155.41;2138.44;2113.99;2115.96;2240.07
2009-11-30;3980.29;151222.0;3252115.0;2146.93;2144.6;2120.7;2135.93;2246.52
2009-12-01;4038.37;151222.0;3299604.0;2182.24;2175.81;2162.23;2162.23;2279.23
2009-12-02;4055.63;151222.0;3314417.0;2198.55;2185.03;2177.82;2178.51;2288.98
2009-12-03;4033.72;151222.0;3296638.0;2203.75;2173.14;2172.04;2190.42;2276.54
2009-12-04;4073.24;151222.0;3328905.0;2214.39;2194.35;2169.66;2203.75;2298.77
2009-12-07;4064.6;151222.0;3321231.0;2201.42;2189.61;2183.13;2191.35;2293.82
2009-12-08;4033.9;151222.0;3296360.0;2187.19;2172.99;2160.43;2174.72;2276.52
2009-12-09;4053.99;151222.0;3312702.0;2185.7;2183.73;2155.96;2170.02;2287.92
2009-12-10;4067.39;151222.0;3323712.0;2202.84;2190.86;2187.08;2194.9;2295.41
2009-12-11;4066.52;151222.0;3327863.0;2202.4;2190.31;2179.51;2200.96;2294.93
2009-12-14;4107.13;151222.0;3359841.0;2212.56;2212.1;2193.2;2202.31;2317.77
2009-12-15;4086.77;151222.0;3343509.0;2217.63;2201.05;2197.76;2203.54;2306.2
2009-12-16;4097.8;151222.0;3352061.0;2220.46;2206.91;2203.33;2210.35;2312.55
2009-12-17;4048.09;151222.0;3311246.0;2198.51;2180.05;2178.05;2193.5;2284.43
2009-12-18;4106.99;151222.0;3359873.0;2213.18;2211.69;2190.69;2197.57;2317.59
2009-12-21;4155.37;151222.0;3397426.0;2242.22;2237.66;2224.04;2224.04;2344.9
2009-12-22;4183.4;151222.0;3419877.0;2253.73;2252.67;2241.33;2242.61;2360.65
2009-12-23;4215.07;151222.0;3445628.0;2271.33;2269.64;2253.67;2257.21;2378.54
2009-12-24;4245.03;151222.0;3470233.0;2285.89;2285.69;2273.4;2273.95;2395.37
2009-12-25;4245.18;151222.0;3470233.0;;2285.69;;;2395.37
2009-12-28;4255.35;151222.0;3478695.0;2295.8;2291.08;2280.56;2290.04;2401.02
2009-12-29;4250.52;151222.0;3474788.0;2294.75;2288.4;2286.57;2293.94;2398.44
2009-12-30;4256.03;151222.0;3481225.0;2293.02;2291.28;2280.16;2284.56;2401.49
2009-12-31;4215.07;151222.0;3457683.0;2293.59;2269.15;2269.11;2292.92;2378.33
2010-01-01;4215.23;151222.0;3457683.0;;2269.15;;;2378.33
2010-01-04;4288.33;151222.0;3517057.0;2311.15;2308.42;2294.41;2294.41;2419.72
2010-01-05;4289.02;151222.0;3518991.0;2313.73;2308.71;2295.62;2307.27;2420.05
2010-01-06;4275.02;151222.0;3507677.0;2314.07;2301.09;2295.68;2307.71;2412.07
2010-01-07;4273.24;151222.0;3505841.0;2301.3;2300.05;2285.22;2298.09;2410.99
2010-01-08;4305.2;151222.0;3531968.0;2317.6;2317.17;2290.61;2292.24;2428.94
2010-01-11;4296.51;151222.0;3524721.0;2326.28;2312.41;2302.21;2324.78;2423.95
2010-01-12;4240.74;151222.0;3478852.0;2298.85;2282.31;2272.7;2297.28;2392.4
2010-01-13;4288.44;151222.0;3518001.0;2313.03;2307.9;2274.12;2289.46;2419.25
2010-01-14;4305.02;151222.0;3531319.0;2322.56;2316.74;2303.29;2303.31;2428.7
2010-01-15;4251.67;151222.0;3487385.0;2322.54;2287.99;2279.2;2316.98;2398.56
2010-01-18;4251.82;151222.0;3487385.0;;2287.99;;;2398.56
2010-01-19;4312.21;151222.0;3536941.0;2320.4;2320.4;2290.68;2291.02;2432.54
2010-01-20;4258.19;151222.0;3494250.0;2304.47;2291.25;2268.68;2304.31;2402.03
2010-01-21;4210.86;151222.0;3455315.0;2308.98;2265.7;2259.82;2298.23;2375.26
2010-01-22;4098.74;151222.0;3363354.0;2262.27;2205.29;2200.37;2255.76;2311.93
2010-01-25;4109.14;151222.0;3371207.0;2223.22;2210.8;2201.17;2220.29;2317.71
2010-01-26;4096.16;151222.0;3360641.0;2227.89;2203.73;2195.44;2203.44;2310.3
2010-01-27;4129.18;151222.0;3379749.0;2225.67;2221.41;2192.59;2200.3;2328.87
2010-01-28;4050.5;151222.0;3315117.0;2220.87;2179.0;2166.9;2220.31;2284.59
2010-01-29;3991.83;151222.0;3266552.0;2202.84;2147.35;2140.34;2198.26;2251.42
2010-02-01;4036.32;151222.0;3302840.0;2171.2;2171.2;2152.26;2155.81;2276.43
2010-02-02;4071.54;151222.0;3331661.0;2193.66;2190.06;2161.47;2171.66;2296.24
2010-02-03;4073.28;151222.0;3333047.0;2194.53;2190.91;2176.75;2181.01;2297.99
2010-02-04;3951.7;151222.0;3233646.0;2178.25;2125.43;2125.43;2176.39;2229.34
2010-02-05;3981.03;151222.0;3257617.0;2142.27;2141.12;2100.17;2131.92;2245.84
2010-02-08;3953.17;151222.0;3234625.0;2152.64;2126.05;2125.11;2140.1;2230.14
2010-02-09;3999.48;151222.0;3272343.0;2166.16;2150.87;2132.58;2153.1;2256.18
2010-02-10;3994.06;151222.0;3269724.0;2156.36;2147.87;2131.08;2147.46;2253.33
2010-02-11;4049.15;151222.0;3315722.0;2179.54;2177.41;2134.14;2145.09;2284.38
2010-02-12;4060.69;151222.0;3325937.0;2184.57;2183.53;2151.99;2157.69;2290.8
2010-02-15;4060.85;151222.0;3325937.0;;2183.53;;;2290.8
2010-02-16;4118.04;151222.0;3372723.0;2214.19;2214.19;2189.18;2200.38;2323.81
2010-02-17;4140.7;151222.0;3390712.0;2226.32;2226.29;2212.78;2222.87;2336.62
2010-02-18;4169.54;151222.0;3414690.0;2243.5;2241.71;2221.14;2223.22;2352.95
2010-02-19;4173.71;151222.0;3418408.0;2249.8;2243.87;2228.93;2233.33;2355.31
2010-02-22;4170.45;151222.0;3415403.0;2251.68;2242.03;2235.65;2250.92;2353.44
2010-02-23;4117.43;151222.0;3372156.0;2239.8;2213.44;2205.7;2238.01;2323.44
2010-02-24;4159.36;151222.0;3406663.0;2241.69;2235.9;2221.28;2222.4;2347.24
2010-02-25;4156.4;151222.0;3404201.0;2236.21;2234.22;2198.73;2208.62;2345.58
2010-02-26;4164.07;151222.0;3410538.0;2242.83;2238.26;2222.23;2234.44;2349.83
2010-03-01;4229.93;151222.0;3464369.0;2274.02;2273.57;2247.33;2247.4;2386.9
2010-03-02;4243.52;151222.0;3475523.0;2292.49;2280.79;2275.35;2279.07;2394.49
2010-03-03;4243.47;151222.0;3475961.0;2293.32;2280.68;2275.25;2284.82;2394.47
2010-03-04;4265.27;151222.0;3493701.0;2293.16;2292.31;2273.63;2282.57;2406.69
2010-03-05;4328.77;151222.0;3523817.0;2327.03;2326.35;2301.1;2304.01;2442.44
2010-03-08;4339.83;151222.0;3532605.0;2335.43;2332.21;2326.11;2326.25;2448.86
2010-03-09;4355.75;151222.0;3545567.0;2353.07;2340.68;2325.74;2325.78;2457.86
2010-03-10;4389.9;151222.0;3574023.0;2361.66;2358.95;2340.69;2340.95;2477.22
2010-03-11;4407.76;151222.0;3586687.0;2368.46;2368.46;2347.53;2351.11;2487.33
2010-03-12;4406.43;151222.0;3586200.0;2376.28;2367.66;2358.08;2376.07;2486.55
2010-03-15;4396.44;151222.0;3576676.0;2367.4;2362.21;2345.99;2361.92;2480.84
2010-03-16;4426.01;151222.0;3601083.0;2378.84;2378.01;2360.67;2367.32;2497.45
2010-03-17;4446.79;151222.0;3619075.0;2400.09;2389.09;2381.47;2381.65;2509.11
2010-03-18;4451.02;151222.0;3622836.0;2393.87;2391.28;2383.26;2387.54;2511.42
2010-03-19;4419.78;151222.0;3597351.0;2396.92;2374.41;2364.53;2391.2;2493.73
2010-03-22;4459.01;151222.0;3631009.0;2401.21;2395.4;2358.0;2360.35;2515.82
2010-03-23;4496.11;151222.0;3661537.0;2416.51;2415.24;2390.04;2397.9;2536.66
2010-03-24;4465.59;151222.0;3632852.0;2408.64;2398.76;2396.92;2406.72;2519.4
2010-03-25;4463.23;151222.0;3631494.0;2432.25;2397.41;2397.36;2415.24;2517.99
2010-03-26;4459.15;151222.0;3628405.0;2412.92;2395.13;2384.69;2406.73;2515.61
2010-03-29;4476.49;151222.0;3642144.0;2411.18;2404.36;2398.4;2403.77;2525.51
2010-03-30;4488.44;151222.0;3651907.0;2417.36;2410.69;2395.8;2406.69;2532.22
2010-03-31;4464.89;151222.0;3635509.0;2415.44;2397.96;2395.34;2402.98;2518.85
2010-04-01;4473.66;151222.0;3635509.0;2423.43;2402.58;2383.77;2411.68;2523.72
2010-04-02;4473.82;151222.0;3635509.0;;2402.58;;;2523.72
2010-04-05;4524.16;151222.0;3684701.0;2429.61;2429.53;2403.88;2409.48;2552.27
2010-04-06;4537.88;151222.0;3695691.0;2443.5;2436.81;2417.77;2420.33;2559.93
2010-04-07;4527.52;151222.0;3687555.0;2442.27;2431.16;2418.73;2433.1;2554.0
2010-04-08;4538.2;151222.0;3696272.0;2441.12;2436.81;2413.74;2423.99;2559.94
2010-04-09;4570.47;151222.0;3722318.0;2454.12;2454.05;2432.93;2441.31;2578.06
2010-04-12;4577.75;151222.0;3727570.0;2463.17;2457.87;2450.15;2455.4;2582.25
2010-04-13;4593.03;151222.0;3737049.0;2467.94;2465.99;2445.26;2454.95;2591.01
2010-04-14;4665.59;151222.0;3796499.0;2504.86;2504.86;2480.43;2481.8;2631.9
2010-04-15;4685.92;151222.0;3812999.0;2517.82;2515.69;2502.51;2503.41;2643.32
2010-04-16;4621.95;151222.0;3812999.0;2510.06;2481.26;2467.68;2505.38;2607.14
2010-04-19;4619.97;151222.0;3760370.0;2487.67;2480.11;2451.72;2477.8;2605.93
2010-04-20;4657.76;151222.0;3791183.0;2501.25;2500.31;2480.7;2492.72;2627.16
2010-04-21;4665.93;151222.0;3798641.0;2510.5;2504.61;2490.19;2506.61;2631.7
2010-04-22;4693.03;151222.0;3819921.0;2521.02;2519.07;2468.26;2483.52;2646.92
2010-04-23;4713.84;151222.0;3839413.0;2530.15;2530.15;2507.6;2514.85;2658.57
2010-04-26;4700.58;151222.0;3830533.0;2535.28;2522.95;2521.51;2529.85;2651.01
2010-04-27;4604.83;151222.0;3752306.0;2525.7;2471.47;2466.53;2512.58;2596.97
2010-04-28;4605.48;151222.0;3752442.0;2484.15;2471.73;2456.63;2483.03;2597.37
2010-04-29;4680.53;151222.0;3813246.0;2513.69;2511.92;2483.5;2487.33;2639.72
2010-04-30;4586.16;151222.0;3736968.0;2514.37;2461.19;2461.09;2509.99;2586.42
2010-05-03;4656.3;151222.0;3793735.0;2503.0;2498.74;2472.32;2472.32;2625.94
2010-05-04;4517.65;151222.0;3680153.0;2465.55;2424.25;2411.28;2465.55;2547.67
2010-05-05;4476.89;151222.0;3648086.0;2421.05;2402.29;2382.07;2395.21;2525.44
2010-05-06;4323.03;151222.0;3522712.0;2407.79;2319.64;2185.75;2391.21;2438.59
2010-05-07;4222.55;151222.0;3440971.0;2330.65;2265.64;2228.06;2308.71;2381.86
2010-05-10;4425.92;151222.0;3606694.0;2379.87;2374.67;2349.4;2365.97;2496.6
2010-05-11;4427.27;151222.0;3607745.0;2405.26;2375.31;2345.5;2347.7;2497.31
2010-05-12;4520.09;151222.0;3684589.0;2426.47;2425.02;2384.69;2388.64;2549.72
2010-05-13;4463.11;151222.0;3638151.0;2434.29;2394.36;2387.59;2416.36;2517.52
2010-05-14;4374.71;151222.0;3566446.0;2374.53;2346.85;2323.63;2373.88;2467.58
2010-05-17;4388.63;151222.0;3576423.0;2364.65;2354.23;2304.28;2352.77;2475.44
2010-05-18;4319.88;151222.0;3520328.0;2374.91;2317.26;2309.22;2372.84;2437.37
2010-05-19;4284.83;151222.0;3492148.0;2324.99;2298.37;2270.62;2307.78;2417.55
2010-05-20;4109.08;151222.0;3349027.0;2253.04;2204.01;2203.5;2245.56;2318.31
2010-05-21;4155.91;151222.0;3388110.0;2243.0;2229.04;2165.79;2169.58;2344.65
2010-05-24;4127.19;151222.0;3364903.0;2244.67;2213.55;2212.37;2220.6;2328.42
2010-05-25;4122.51;151222.0;3359957.0;2211.94;2210.95;2140.53;2157.45;2325.71
2010-05-26;4094.57;151222.0;3335630.0;2257.33;2195.88;2190.44;2226.24;2310.24
2010-05-27;4247.27;151222.0;3458971.0;2278.37;2277.68;2239.72;2244.82;2396.42
2010-05-28;4208.94;151222.0;3428209.0;2277.1;2257.04;2241.52;2275.19;2374.81
2010-05-31;4209.11;151222.0;3428209.0;;2257.04;;;2374.81
2010-06-01;4144.54;151222.0;3375415.0;2277.39;2222.33;2220.89;2244.79;2338.3
2010-06-02;4254.25;151222.0;3464580.0;2281.07;2281.07;2221.07;2234.59;2400.6
2010-06-03;4295.37;151222.0;3497860.0;2307.47;2303.03;2274.88;2285.76;2423.73
2010-06-04;4139.13;151222.0;3370593.0;2278.58;2219.17;2212.3;2257.05;2335.48
2010-06-07;4054.86;151222.0;3301427.0;2232.89;2173.9;2172.25;2226.6;2287.84
2010-06-08;4048.81;151222.0;3296530.0;2183.1;2170.57;2139.46;2176.07;2284.45
2010-06-09;4027.12;151222.0;3275661.0;2208.65;2158.85;2152.67;2184.78;2272.28
2010-06-10;4138.94;151222.0;3366725.0;2219.65;2218.71;2185.98;2188.71;2335.37
2010-06-11;4185.54;151222.0;3404554.0;2243.6;2243.6;2196.91;2199.4;2361.63
2010-06-14;4186.38;151222.0;3405389.0;2278.96;2243.96;2242.0;2263.66;2362.02
2010-06-15;4186.54;151222.0;3499636.0;2307.98;2305.88;2256.44;2256.48;2427.21
2010-06-16;4186.7;151222.0;3500270.0;2317.75;2305.93;2290.26;2293.56;2427.27
2010-06-17;4189.09;151222.0;3502381.0;2318.27;2307.16;2288.59;2316.59;2428.57
2010-06-18;4194.04;151222.0;3506367.0;2321.99;2309.8;2301.48;2308.94;2431.35
2010-06-21;4156.59;151222.0;3478617.0;2341.11;2289.09;2277.73;2341.11;2409.61
2010-06-22;4107.2;151222.0;3437200.0;2313.72;2261.8;2259.59;2296.83;2380.88
2010-06-23;4093.61;151222.0;3425720.0;2271.74;2254.23;2236.99;2264.41;2372.97
2010-06-24;4026.93;151222.0;3369838.0;2247.42;2217.42;2213.5;2246.2;2334.23
2010-06-25;4038.09;151222.0;3379131.0;2240.88;2223.48;2205.92;2224.73;2340.61
2010-06-28;4033.12;151222.0;3376138.0;2241.64;2220.65;2208.37;2227.43;2337.84
2010-06-29;3878.05;151222.0;3246263.0;2185.3;2135.18;2122.67;2183.92;2247.87
2010-06-30;3831.09;151222.0;3209515.0;2153.36;2109.24;2105.26;2134.03;2220.58
2010-07-01;3816.94;151222.0;3197617.0;2117.94;2101.36;2061.14;2110.75;2212.32
2010-07-02;3799.72;151222.0;3181441.0;2110.66;2091.79;2077.71;2105.5;2202.43
2010-07-05;3799.88;151222.0;3181441.0;;2091.79;;;2202.43
2010-07-06;3803.84;151222.0;3183762.0;2136.3;2093.88;2077.77;2122.28;2204.63
2010-07-07;3923.15;151222.0;3284241.0;2159.79;2159.47;2098.11;2099.66;2273.7
2010-07-08;3952.25;151222.0;3308626.0;2181.3;2175.4;2150.19;2174.96;2290.47
2010-07-09;3990.66;151222.0;3340667.0;2196.95;2196.45;2170.76;2174.2;2312.64
2010-07-12;3994.29;151222.0;3343706.0;2213.39;2198.36;2183.52;2194.12;2314.86
2010-07-13;4073.79;151222.0;3407169.0;2248.16;2242.03;2212.97;2221.25;2360.88
2010-07-14;4088.15;151222.0;3419139.0;2260.33;2249.84;2235.15;2246.99;2369.13
2010-07-15;4086.93;151222.0;3418005.0;2253.33;2249.08;2218.92;2247.76;2368.33
2010-07-16;3959.83;151222.0;3312303.0;2236.66;2179.05;2177.51;2231.71;2294.59
2010-07-19;3994.85;151222.0;3342395.0;2201.29;2198.23;2171.2;2185.81;2314.85
2010-07-20;4039.09;151222.0;3379630.0;2222.61;2222.49;2159.95;2165.35;2340.4
2010-07-21;3975.36;151222.0;3326426.0;2236.37;2187.33;2183.22;2236.13;2303.42
2010-07-22;4081.95;151222.0;3413719.0;2251.42;2245.89;2216.04;2216.04;2365.09
2010-07-23;4124.96;151222.0;3449476.0;2269.47;2269.47;2227.5;2234.34;2389.92
2010-07-26;4174.13;151222.0;3489611.0;2296.43;2296.43;2262.96;2271.62;2418.31
2010-07-27;4159.42;151222.0;3476889.0;2307.6;2288.25;2280.72;2306.62;2409.71
2010-07-28;4116.52;151222.0;3439776.0;2292.24;2264.56;2257.76;2284.62;2384.87
2010-07-29;4093.28;151222.0;3419861.0;2282.94;2251.69;2228.52;2279.07;2371.47
2010-07-30;4098.91;151222.0;3424322.0;2264.81;2254.7;2218.61;2227.29;2374.65
2010-08-02;4172.99;151222.0;3486145.0;2299.24;2295.36;2274.27;2283.32;2417.63
2010-08-03;4151.63;151222.0;3468200.0;2295.03;2283.52;2272.33;2291.75;2405.27
2010-08-04;4188.24;151222.0;3499924.0;2305.07;2303.57;2283.21;2291.09;2427.24
2010-08-05;4169.29;151222.0;3482756.0;2298.86;2293.06;2281.68;2291.22;2416.22
2010-08-06;4161.11;151222.0;3475143.0;2291.15;2288.47;2253.92;2267.42;2411.44
2010-08-09;4192.58;151222.0;3505035.0;2309.43;2305.69;2289.03;2298.81;2429.63
2010-08-10;4140.88;151222.0;3461712.0;2290.51;2277.17;2261.5;2280.06;2399.63
2010-08-11;4016.41;151222.0;3358200.0;2236.93;2208.63;2204.94;2236.93;2327.5
2010-08-12;3983.18;151222.0;3329845.0;2197.97;2190.27;2163.07;2164.64;2308.21
2010-08-13;3952.81;151222.0;3305825.0;2190.27;2173.48;2173.48;2183.09;2290.53
2010-08-16;3968.23;151222.0;3318795.0;2193.84;2181.87;2155.66;2161.31;2299.38
2010-08-17;4018.53;151222.0;3360790.0;2225.08;2209.44;2193.42;2197.09;2329.3
2010-08-18;4030.08;151222.0;3369656.0;2228.9;2215.7;2196.11;2205.3;2336.02
2010-08-19;3963.4;151222.0;3314219.0;2211.73;2178.95;2168.74;2204.8;2297.28
2010-08-20;3965.04;151222.0;3314666.0;2182.67;2179.76;2159.54;2172.26;2298.14
2010-08-23;3928.58;151222.0;3284110.0;2200.52;2159.63;2159.44;2188.34;2276.99
2010-08-24;3863.49;151222.0;3229695.0;2144.2;2123.76;2113.71;2131.0;2239.19
2010-08-25;3896.0;151222.0;3255626.0;2148.35;2141.54;2102.26;2109.15;2258.2
2010-08-26;3854.59;151222.0;3221426.0;2154.32;2118.69;2116.82;2148.49;2234.12
2010-08-27;3918.32;151222.0;3275283.0;2154.99;2153.63;2099.29;2134.16;2270.99
2010-08-30;3857.24;151222.0;3223647.0;2154.47;2119.97;2119.93;2145.76;2235.57
2010-08-31;3846.6;151222.0;3214657.0;2128.9;2114.03;2101.52;2109.76;2229.32
2010-09-01;3961.05;151222.0;3310205.0;2177.5;2176.84;2141.95;2142.75;2295.64
2010-09-02;4003.37;151222.0;3345476.0;2200.01;2200.01;2173.71;2178.99;2320.1
2010-09-03;4064.93;151222.0;3396590.0;2235.57;2233.75;2213.56;2227.96;2355.82
2010-09-06;4065.1;151222.0;3396590.0;;2233.75;;;2355.82
2010-09-07;4020.02;151222.0;3358813.0;2231.28;2208.89;2206.62;2227.26;2329.63
2010-09-08;4056.54;151222.0;3389221.0;2237.42;2228.87;2215.9;2216.07;2350.96
2010-09-09;4070.04;151222.0;3398268.0;2251.98;2236.2;2229.8;2251.09;2358.71
2010-09-10;4081.64;151222.0;3407879.0;2246.6;2242.48;2229.12;2239.08;2365.39
2010-09-13;4160.48;151222.0;3472647.0;2289.49;2285.71;2263.69;2263.8;2411.1
2010-09-14;4168.04;151222.0;3478748.0;2302.57;2289.77;2274.57;2281.31;2415.4
2010-09-15;4189.22;151222.0;3500383.0;2304.6;2301.32;2276.32;2283.17;2427.61
2010-09-16;4192.9;151222.0;3503331.0;2304.95;2303.25;2288.71;2297.51;2429.66
2010-09-17;4215.56;151222.0;3522171.0;2320.37;2315.61;2301.82;2318.42;2442.7
2010-09-20;4288.94;151222.0;3575820.0;2358.9;2355.83;2317.89;2322.8;2485.17
